KO	IDs	pathway_A	order	Gene	Comment.Uniprot.comment	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
84	K02118	ID486	Oxidative phosphorylation		"ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B"		1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	3	1	1	0	1	1	0	1	1
85	K02119	ID487	Oxidative phosphorylation		"ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C"		1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	2	1	2	1	1	1	1	1	0	0	1
86	K02120	ID488	Oxidative phosphorylation		"ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D"		1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	3	1	1	0	1	1	1	1	1
87	K02121	ID489	Oxidative phosphorylation		"ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E"		1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	2	1	1	1	1	1	0	0	1
88	K02122	ID490	Oxidative phosphorylation		"ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F"		1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	2	1	2	1	1	1	1	1	0	0	1
89	K02123	ID491	Oxidative phosphorylation		"ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I"		1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	2	1	1	1	0	1	0	0	0
90	K02124	ID492	Oxidative phosphorylation		"ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K"		1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	2	1	1	1	1	0	1	1	1	0	0	1	3	1	1	1	2	1	0	1	1
91	K03614	ID504	Electron transfer		rnfD; electron transport complex protein RnfD		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	K03616	ID506	Electron transfer		rnfB; electron transport complex protein RnfB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	K09697	ID7192	Transporters (other)		natA; sodium transport system ATP-binding protein [EC:3.6.3.7]		0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	K09697	ID510	Electron transfer		natA; sodium transport system ATP-binding protein [EC:3.6.3.7]		0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	K03388	ID512	Electron transfer		hdrA; heterodisulfide reductase subunit A [EC:1.8.98.1]	"e-bifurication, can work with NADP reductases or flavin oxidoreductases, the later was shown to be involved in acetate formation "	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
96	K01507	ID526	Electron transfer		ppa; inorganic pyrophosphatase [EC:3.6.1.1]		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	K06019	ID527	Electron transfer		ppaX; pyrophosphatase PpaX [EC:3.6.1.1]		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	K15987	ID531	Electron transfer		hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]		1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0
99	K05337	ID534	no_pathway		fer; ferredoxin		0	0	1	2	5	4	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	K09014	ID16737	no_pathway		sufB; Fe-S cluster assembly protein SufB		0	0	0	1	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	K09014	ID543	no_pathway		sufB; Fe-S cluster assembly protein SufB		0	0	0	1	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	K09013	ID544	no_pathway		sufC; Fe-S cluster assembly ATP-binding protein		0	1	1	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	K09013	ID16738	no_pathway		sufC; Fe-S cluster assembly ATP-binding protein		0	1	1	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	K09015	ID545	no_pathway		sufD; Fe-S cluster assembly protein SufD		0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	K09015	ID16739	no_pathway		sufD; Fe-S cluster assembly protein SufD		0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	K03672	ID547	no_pathway		trxC; thioredoxin 2 [EC:1.8.1.8]	Efficient electron donor for the essential enzyme ribonucleotide reductase	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
107	[FeFe]_Group_A1	ID552	Hydrogenase	Hfe	"FeFe hydrogenase, Group A"	Fermentative or photobiological evolution of H2 using reduced ferredoxin as an electron donor.	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
108	TIGR04105	ID557	Hydrogenase	Hfe	"FeFe hydrogenase, Group B1/B3"	Fermentative or photobiological evolution of H2 using reduced ferredoxin 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	[FeFe]_Group_C3	ID560	Hydrogenase	Hfe	"FeFe hydrogenase, Group C3"	Unconfirmed role. May serve as H2-sensors in regulatory cascades. Enzyme predicted to transfer H2-liberated electrons to PAS domain. Associated redox change may modulate activity of associated serine/threonine phosphatase or AAA-type ATPase domains. Members of this class are co-transcribed with fermentative hydrogenases and appear to regulate their transcription.	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	K00441	ID582	Hydrogenase	G3a	frhB; coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	oxidation of H2 to reduction of F420 during hydrogenotrophic methanogenesis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1
111	[NiFe]_Group_3b	ID585	Hydrogenase	G3b	"NiFe hydrogenase, Group 3b"	Directly couples oxidation of NADPH to fermentative evolution of H2. Reverse reaction may also occur.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	K14127	ID588	Hydrogenase	G3c	"mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.-]"	Bifurcates electrons from H2 to heterodisulfide and ferredoxin. This is the final step in the Wolfe cycle of methanogenesis.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	K14088	ID612	Hydrogenase	H4	echC; ech hydrogenase subunit C	Forms respiratory complex that couples oxidation of ferredoxinred to reduction of protons to H2 in acetoclastic methanogenesis.	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	K14090	ID614	Hydrogenase	H4	echE; ech hydrogenase subunit E	Forms respiratory complex that couples oxidation of ferredoxinred to reduction of protons to H2 in acetoclastic methanogenesis.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	K14091	ID615	Hydrogenase	H4	echF; ech hydrogenase subunit F	Forms respiratory complex that couples oxidation of ferredoxinred to reduction of protons to H2 in acetoclastic methanogenesis.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	K18017	ID617	Hydrogenase	H4	mbhK; membrane-bound hydrogenase subunit beta [EC:1.12.7.2]	orms respiratory supercomplex that couples oxidation of ferredoxinred to reduction of protons to H2. The energy released is used to translocate Na+ ions through Mrp-like antiporter subunits to generate a sodium-motive force.	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	K14108	ID635	Hydrogenase	H4	ehaQ; energy-converting hydrogenase A subunit Q	Forms supercomplex that couples H2 oxidation to ferredoxin reduction by utilising the sodium-motive force.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	K14109	ID636	Hydrogenase	H4	ehaR; energy-converting hydrogenase A subunit R	Forms supercomplex that couples H2 oxidation to ferredoxin reduction by utilising the sodium-motive force.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	K14113	ID640	Hydrogenase	H4	ehbD; energy-converting hydrogenase B subunit D	Forms supercomplex that couples H2 oxidation to ferredoxin reduction by utilising the sodium-motive force.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	K12137	ID653	Hydrogenase	H4	hyfB; hydrogenase-4 component B [EC:1.-.-.-]		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	TIGR01428	ID670	E_O		Haloacid dehydrogenase		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	K08640	ID678	Peptidase		E3.4.17.14; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	K19689	ID682	Peptidase		"ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]"		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1
124	K06974	ID683	Peptidase		"amzA, AMZ2, AMZ1; archaemetzincin [EC:3.4.-.-]"		1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	K17734	ID685	Peptidase		aprX; serine protease AprX [EC:3.4.21.-]		0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1
126	K13276	ID687	Peptidase		bpr; bacillopeptidase F [EC:3.4.21.-]		0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	K01267	ID703	Peptidase		DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
128	K01267	ID795	peptide degradation		DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
129	K19225	ID716	Peptidase		gluP; rhomboid protease GluP [EC:3.4.21.105]		0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	2	0
130	K03799	ID719	Peptidase		htpX; heat shock protein HtpX [EC:3.4.24.-]		1	1	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	K01265	ID734	Peptidase		map; methionyl aminopeptidase [EC:3.4.11.18]		1	2	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0
132	K01265	ID808	peptide degradation		map; methionyl aminopeptidase [EC:3.4.11.18]		1	2	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0
133	K01400	ID743	Peptidase		nprE; bacillolysin [EC:3.4.24.28]		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	K08647	ID744	Peptidase		PAPPA2; pappalysin-2 [EC:3.4.24.-]		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
135	K05995	ID747	Peptidase		pepE; dipeptidase E [EC:3.4.13.21]		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
136	K01271	ID751	Peptidase		pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]		0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0
137	K01271	ID815	peptide degradation		pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]		0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0
138	K05520	ID754	Peptidase		pfpI; protease I [EC:3.2.-.-]		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	0	0
139	K20609	ID762	Peptidase		sgcX; putative aminopeptidase [EC:3.4.11.-]		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
140	K04773	ID764	Peptidase		sppA; protease IV [EC:3.4.21.-]		1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1
141	K07284	ID765	Peptidase		srtA; sortase A [EC:3.4.22.70]		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	K20608	ID766	Peptidase		tet; tetrahedral aminopeptidase [EC:3.4.11.-]		1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0
143	K19701	ID780	Peptidase		ywaD; aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	K01255	ID790	peptide degradation		"CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]"		0	0	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	K01424	ID830	Peptide degradation	1	"E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]"		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0
146	K01424	ID805	peptide degradation		"E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]"		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0
147	K03738	ID1690	ED	4	aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]		0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	K03738	ID1661	ED	9	aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]		0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	K03738	ID822	Peptide degradation	1	aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	aliphatic aromatic aldehydes --> acetylCoA	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	K03738	ID1521	Fermentation	F28	aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	Can be involved in peptide fermentaiton	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	K00812	ID1168	Peptide degradation	1	aspB; aspartate aminotransferase [EC:2.6.1.1]		0	0	2	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	2	1	1	0	1	1	1	1	1	0	0	1	2	0	1	0	1	0	1	2	1	1	1
152	K00812	ID834	Peptide degradation	1	aspB; aspartate aminotransferase [EC:2.6.1.1]	L-Asp	0	0	2	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	2	1	1	0	1	1	1	1	1	0	0	1	2	0	1	0	1	0	1	2	1	1	1
153	K00812	ID2369	Amino acid BS		aspB; aspartate aminotransferase [EC:2.6.1.1] 		0	0	2	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	2	1	1	0	1	1	1	1	1	0	0	1	2	0	1	0	1	0	1	2	1	1	1
154	K00278	ID836	Peptide degradation	2	nadB; L-aspartate oxidase [EC:1.4.3.16]	L-Asp	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	K00278	ID3430	Vitamine BS		nadB; L-aspartate oxidase [EC:1.4.3.16]		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	K01572	ID841	Peptide degradation	2A	"oadB; oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]"	Oxalacetate to Pyr	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	K01572	ID1427	Fermentation	F8	"oadB; oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]"		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	K01572	ID879	Peptide degradation	6	"oadB; oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]"	Oxalacetate to Pyr	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	K00027	ID874	Peptide degradation	6	"ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"	Mal -> Pyr	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
160	K00027	ID843	Peptide degradation	2A	"ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"	Mal -> Pyr	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
161	K00027	ID1125	Peptide degradation	6	"ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"	Mal -> Pyr	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
162	K01610	ID847	Peptide degradation	2B	"E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"	to PEP	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
163	K01610	ID1319	Glycolysis	G17	"E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"	Gluconeogenesis	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
164	K00176	ID1708	TCA	T4	"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	R/F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0
165	K00176	ID853	Peptide degradation	3	"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	Pyr - acCoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0
166	K01916	ID856	Peptide degradation		nadE; NAD+ synthase [EC:6.3.1.5]	Deamination of Aa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	K01916	ID3441	Vitamine BS		nadE; NAD+ synthase [EC:6.3.1.5]		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	K01940	ID859	Peptide degradation	1A	"argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"	cost ATP	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1
169	K01940	ID2552	Amino acid BS	B-2	argG; argininosuccinate synthase [EC:6.3.4.5]		1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1
170	K01755	ID860	Peptide degradation	2A	"argH, ASL; argininosuccinate lyase [EC:4.3.2.1]"		1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1
